uid,namedLocation,date,eventID,domainID,siteID,plotID,subplotID,nestedSubplotID,groupID,taxonID,scientificName,taxonRank,identificationReferences,identificationQualifier,volumePercent,livePercent,deadPercent,canopyArea,meanHeight,remarks,measuredBy,recordedBy,dataQF,publicationDate
09983cc5-5aaf-4eed-ab2f-c24c5f3d3d8f,SCBI_051.basePlot.vst,2017-11-02,vst_SCBI_2017,D02,SCBI,SCBI_051,39,1,39_02,LIBE3,Lindera benzoin (L.) Blume,species,,,7,100,0,5.3,1.7,Some ROMU may not be in nested subplot or may not qualify at ddh,gchapman@neoninc.org,jporta@BattelleEcology.org,,20200817T125538Z
1a2f7684-2ea8-44dc-9214-8b1286ee9eb9,SCBI_051.basePlot.vst,2017-11-02,vst_SCBI_2017,D02,SCBI,SCBI_051,39,1,39_01,LIBE3,Lindera benzoin (L.) Blume,species,,,5,100,0,2.8,1.64,"",gchapman@neoninc.org,jporta@BattelleEcology.org,,20200817T125538Z
e7f34b36-4002-465c-89bf-b6f02a4c940a,SCBI_051.basePlot.vst,2017-11-02,vst_SCBI_2017,D02,SCBI,SCBI_051,39,1,39_01,BETH,Berberis thunbergii DC.,species,,,95,100,0,2.8,1.64,"",gchapman@neoninc.org,jporta@BattelleEcology.org,,20200817T125538Z
3a813bb9-ed5f-440d-b61d-6452514fc759,SCBI_013.basePlot.vst,2018-01-09,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,ACNEN,Acer negundo L. var. negundo,variety,,,13,100,0,40.5,3.84,"",imatlock@field-ops.org,llemmon@field-ops.org,,20200817T125306Z
a7ab8c7b-313a-4f94-873c-8bc6b79ed1de,SCBI_013.basePlot.vst,2018-01-09,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,SYOR,Symphoricarpos orbiculatus Moench,species,,,20,100,0,40.5,3.84,"",imatlock@field-ops.org,llemmon@field-ops.org,,20200817T125306Z
48a1c1fc-2c0b-4f46-8b21-3e3466e76de0,SCBI_013.basePlot.vst,2018-01-09,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,RUOC,Rubus occidentalis L.,species,,,5,100,0,40.5,3.84,"",imatlock@field-ops.org,llemmon@field-ops.org,,20200817T125306Z
6f730865-ead5-4c87-91b0-a6fa3de86f72,SCBI_013.basePlot.vst,2018-01-09,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,ROMU,Rosa multiflora Thunb.,species,,,4,100,0,40.5,3.84,"",imatlock@field-ops.org,llemmon@field-ops.org,,20200817T125306Z
8be5c481-eea1-4e3f-918d-74b25cdd1067,SCBI_013.basePlot.vst,2018-01-09,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,VITIS,Vitis sp.,genus,,,12,100,0,40.5,3.84,"",imatlock@field-ops.org,llemmon@field-ops.org,,20200817T125306Z
57010e26-42d3-4a72-9e37-eab276459d90,SCBI_013.basePlot.vst,2018-01-09,vst_SCBI_2017,D02,SCBI,SCBI_013,32,1,32_01,LOJA,Lonicera japonica Thunb.,species,,,46,100,0,40.5,3.84,"",imatlock@field-ops.org,llemmon@field-ops.org,,20200817T125306Z
bf32bfa6-2d02-4c02-86c7-6da79a302aec,SCBI_016.basePlot.vst,2018-01-22,vst_SCBI_2017,D02,SCBI,SCBI_016,40,3,40_02,BETH,Berberis thunbergii DC.,species,,,100,100,0,4.5,2.08,"",llemmon@field-ops.org,imatlock@field-ops.org,,20200817T125306Z
75eeef67-785d-4893-b129-54611b3a9825,SCBI_016.basePlot.vst,2018-01-22,vst_SCBI_2017,D02,SCBI,SCBI_016,41,1,41_01,BETH,Berberis thunbergii DC.,species,,,100,100,0,7.1,1.66,"",llemmon@field-ops.org,imatlock@field-ops.org,,20200817T125306Z
593c851c-7d65-4a78-b8f9-cb5c1c0f93d1,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,40,,40_19,ACNEN,Acer negundo L. var. negundo,variety,,,3,100,0,33,2.04,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
e49242f2-df6c-414a-9793-0e00d70bb609,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,41,,41_15,LOJA,Lonicera japonica Thunb.,species,,,1,100,0,8,1.62,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
859a9f68-b724-44cf-8770-1ecdba1138ad,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,32,,32_10,LOJA,Lonicera japonica Thunb.,species,,,1,100,0,13,1.56,"",imatlock@field-ops.org,alandes@field-ops.org,,20200817T125306Z
61021c2a-3537-4cb5-8453-cf4df128732c,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,31,,31_06,BETH,Berberis thunbergii DC.,species,,,100,100,0,10,1.74,"",imatlock@field-ops.org,alandes@field-ops.org,,20200817T125306Z
65145e91-9ecd-49cf-b587-9b118c6719a3,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,32,,32_10,BETH,Berberis thunbergii DC.,species,,,99,100,0,13,1.56,"",imatlock@field-ops.org,alandes@field-ops.org,,20200817T125306Z
be98207c-3e2d-4591-9125-9abaa7c0fa40,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,40,,40_03,BETH,Berberis thunbergii DC.,species,,,100,100,0,14,1.74,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
5dddddb8-84f2-4691-a0e6-78dc5478904a,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,40,,40_01,BETH,Berberis thunbergii DC.,species,,,100,100,0,14,2,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
c1deecc6-f110-4599-a26f-bc1ab2ecbe4e,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,40,,40_19,BETH,Berberis thunbergii DC.,species,,,77,100,0,33,2.04,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
d77be1ea-47d8-468c-a43d-77e0a8106218,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,32,,32_12,RUPH,Rubus phoenicolasius Maxim.,species,,,5,100,0,7,1.38,contains former shrub groups 32_11 and 32_12; now combined as one shrub group,imatlock@field-ops.org,alandes@field-ops.org,,20200817T125306Z
540fb11a-69d9-4cbe-bbe1-564605d8179b,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,40,,40_04,SYOR,Symphoricarpos orbiculatus Moench,species,,,10,100,0,2,1.32,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
c71ceaa6-47f8-4f26-9b12-15aa5b4e0ce3,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,41,,41_15,BETH,Berberis thunbergii DC.,species,,,99,100,0,8,1.62,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
54411b09-5dcb-4766-937f-253ce2e6492c,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,40,,40_19,ROMU,Rosa multiflora Thunb.,species,,,20,100,0,33,2.04,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
efa55fcf-e36f-4695-8637-fca67f13dfa3,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,40,,40_04,BETH,Berberis thunbergii DC.,species,,,90,100,0,2,1.32,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
773a8b29-33fd-47da-8a31-31ffca7caed9,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,40,,40_02,BETH,Berberis thunbergii DC.,species,,,100,100,0,9,1.92,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
70411770-b051-4450-a68a-cd55a7e806ac,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,41,,41_13,BETH,Berberis thunbergii DC.,species,,,100,100,0,5,1.38,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
648b1c6d-f973-4ef6-9e65-b2a80e062b1c,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,32,,32_09,ROMU,Rosa multiflora Thunb.,species,,,13,100,0,28,2.28,shrub group is in subplots 32 and 31,imatlock@field-ops.org,alandes@field-ops.org,,20200817T125306Z
a36e9678-7c20-439d-b7f4-9a727d7dd49d,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,32,,32_09,RUPH,Rubus phoenicolasius Maxim.,species,,,2,100,0,28,2.28,shrub group is in subplots 32 and 31,imatlock@field-ops.org,alandes@field-ops.org,,20200817T125306Z
958bd7d3-d719-42aa-8b7d-83cfee6245c9,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,32,,32_12,ROMU,Rosa multiflora Thunb.,species,,,5,100,0,7,1.38,contains former shrub groups 32_11 and 32_12; now combined as one shrub group,imatlock@field-ops.org,alandes@field-ops.org,,20200817T125306Z
9be46c47-6221-48f7-94dd-cf981c755af3,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,32,,32_12,BETH,Berberis thunbergii DC.,species,,,90,100,0,7,1.38,contains former shrub groups 32_11 and 32_12; now combined as one shrub group,imatlock@field-ops.org,alandes@field-ops.org,,20200817T125306Z
daf78805-2116-4c3d-b121-1b386234c27e,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,32,,32_09,BETH,Berberis thunbergii DC.,species,,,82,100,0,28,2.28,shrub group is in subplots 32 and 31,imatlock@field-ops.org,alandes@field-ops.org,,20200817T125306Z
4cea391e-333a-4bbd-9538-0cd96722b882,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,32,,32_09,ACNEN,Acer negundo L. var. negundo,variety,,,3,100,0,28,2.28,shrub group is in subplots 32 and 31,imatlock@field-ops.org,alandes@field-ops.org,,20200817T125306Z
582ac34f-90a1-44d9-9064-fd68f1a43476,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,31,,31_05,BETH,Berberis thunbergii DC.,species,,,100,100,0,4,1.34,"",imatlock@field-ops.org,alandes@field-ops.org,,20200817T125306Z
b8b6ca0b-9b89-4673-bed0-53cf969104ac,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,41,,41_18,BETH,Berberis thunbergii DC.,species,,,100,100,0,40.5,2.04,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
8c2840c5-af5d-4952-a555-37ef9b5992a5,SCBI_005.basePlot.vst,2018-01-26,vst_SCBI_2017,D02,SCBI,SCBI_005,41,,41_14,BETH,Berberis thunbergii DC.,species,,,100,100,0,5,1.5,"",llemmon@field-ops.org,jward@battelleecology.org,,20200817T125306Z
d9c96c7e-c4e7-44df-9bc3-a7527da62a18,SCBI_051.basePlot.vst,2018-10-04,vst_SCBI_2018,D02,SCBI,SCBI_051,39,1,39_01,LIBE3,Lindera benzoin (L.) Blume,species,,,5,100,0,6,1.62,,jporta@BattelleEcology.org,llemmon@field-ops.org,,20200817T125828Z
1336a463-7fca-4bc1-bff4-4b46106eae7c,SCBI_051.basePlot.vst,2018-10-04,vst_SCBI_2018,D02,SCBI,SCBI_051,39,1,39_01,BETH,Berberis thunbergii DC.,species,,,95,100,0,6,1.62,,jporta@BattelleEcology.org,llemmon@field-ops.org,,20200817T125828Z
15f9791a-4673-4781-a184-541c93cca385,SERC_003.basePlot.vst,2016-09-20,vst_SERC_2016,D02,SERC,SERC_003,32,,32_01,ROMU,Rosa multiflora Thunb.,species,,"",25,100,0,4,1.86,,goyola@field-ops.org,jledvina@field-ops.org,,20200817T130142Z
55ab2ea2-42b7-4cac-ac5e-74c3aaa995ec,SERC_003.basePlot.vst,2016-09-20,vst_SERC_2016,D02,SERC,SERC_003,31,1,31_01,RUAL,Rubus allegheniensis Porter,species,,cf. species,100,40,60,7,2.24,,goyola@field-ops.org,jledvina@field-ops.org,,20200817T130142Z
955648da-5d89-4f38-bacc-5324dbb4b7b6,SERC_003.basePlot.vst,2016-09-20,vst_SERC_2016,D02,SERC,SERC_003,41,,41_01,BETH,Berberis thunbergii DC.,species,,"",100,100,0,2,1.16,,goyola@field-ops.org,jledvina@field-ops.org,,20200817T130142Z
1eda990c-c69c-4093-ad9c-b1700069de33,SERC_003.basePlot.vst,2016-09-20,vst_SERC_2016,D02,SERC,SERC_003,32,,32_01,BETH,Berberis thunbergii DC.,species,,"",75,100,0,4,1.86,,goyola@field-ops.org,jledvina@field-ops.org,,20200817T130142Z
d8e9f5d5-8330-4c69-8690-575d793c36d3,SERC_055.basePlot.vst,2016-10-19,vst_SERC_2016,D02,SERC,SERC_055,41,4,41_01,LIBE3,Lindera benzoin (L.) Blume,species,,,35,100,0,2.3,1.34,,rcumberland@field-ops.org,jledvina@field-ops.org,,20200817T130140Z
0142d286-f488-474a-8416-414d5f224176,SERC_055.basePlot.vst,2016-10-19,vst_SERC_2016,D02,SERC,SERC_055,41,1,41_02,ROMU,Rosa multiflora Thunb.,species,,,100,60,40,13.5,1.48,,rcumberland@field-ops.org,jledvina@field-ops.org,,20200817T130140Z
8a80e7c4-e201-49c1-8c3e-cea8ef048e5c,SERC_055.basePlot.vst,2016-10-19,vst_SERC_2016,D02,SERC,SERC_055,41,4,41_01,CACA18,Carpinus caroliniana Walter,species,,,15,100,0,2.3,1.34,,rcumberland@field-ops.org,jledvina@field-ops.org,,20200817T130140Z
39beaa33-7fef-4121-bfbb-856d596aeac0,SERC_055.basePlot.vst,2016-10-19,vst_SERC_2016,D02,SERC,SERC_055,41,4,41_01,ROMU,Rosa multiflora Thunb.,species,,,30,65,35,2.3,1.34,,rcumberland@field-ops.org,jledvina@field-ops.org,,20200817T130140Z
597091b9-ce6b-4ebd-9fc3-e9944ab1ec21,SERC_055.basePlot.vst,2016-10-19,vst_SERC_2016,D02,SERC,SERC_055,41,4,41_01,LIST2,Liquidambar styraciflua L.,species,,,20,100,0,2.3,1.34,,rcumberland@field-ops.org,jledvina@field-ops.org,,20200817T130140Z
e5c35dd2-ac2d-4dbc-859e-92089a33e46d,SERC_055.basePlot.vst,2017-11-28,vst_SERC_2017,D02,SERC,SERC_055,41,4,41_01,ROMU,Rosa multiflora Thunb.,species,,"",94,0,100,3,1.32,,jporta@BattelleEcology.org,llemmon@field-ops.org,,20200817T130619Z
6fd5cbe0-6572-48e8-b9aa-faa1ed24f9fd,SERC_055.basePlot.vst,2017-11-28,vst_SERC_2017,D02,SERC,SERC_055,41,1,41_02,LOJA,Lonicera japonica Thunb.,species,,"",2,100,0,8,2.22,,jporta@BattelleEcology.org,llemmon@field-ops.org,,20200817T130619Z
5574f282-1bd0-4ae1-94a6-1b808a996e58,SERC_055.basePlot.vst,2017-11-28,vst_SERC_2017,D02,SERC,SERC_055,41,1,41_02,ROMU,Rosa multiflora Thunb.,species,,"",98,100,0,8,2.22,,jporta@BattelleEcology.org,llemmon@field-ops.org,,20200817T130619Z
49172f11-07ab-405f-acba-803f7ca81ae0,SERC_055.basePlot.vst,2017-11-28,vst_SERC_2017,D02,SERC,SERC_055,41,4,41_01,RUPH,Rubus phoenicolasius Maxim.,species,,"",4,0,100,3,1.32,,jporta@BattelleEcology.org,llemmon@field-ops.org,,20200817T130619Z
2dc776a1-ed6e-4518-af6d-18c6d1a1ac22,SERC_055.basePlot.vst,2017-11-28,vst_SERC_2017,D02,SERC,SERC_055,41,4,41_01,FRAM2,Fraxinus americana L.,species,,cf. species,2,100,0,3,1.32,,jporta@BattelleEcology.org,llemmon@field-ops.org,,20200817T130619Z
4c17de39-f377-457c-a7db-132cb5605858,SERC_055.basePlot.vst,2018-11-08,vst_SERC_2018,D02,SERC,SERC_055,41,1,41_01,ROMU,Rosa multiflora Thunb.,species,,,90,5,95,6.3,3.08,,,,,20200817T124046Z
c9264288-f5f2-4477-bd90-78aa4ad180f1,SERC_055.basePlot.vst,2018-11-08,vst_SERC_2018,D02,SERC,SERC_055,41,1,41_01,LOJA,Lonicera japonica Thunb.,species,,,10,70,30,6.3,3.08,,,,,20200817T124046Z
aa45ef4b-24b2-41e6-9df7-bbd49e10ee4a,SERC_010.basePlot.vst,2019-10-08,vst_SERC_2016,D02,SERC,SERC_010,32,2,32_03,ROMU,Rosa multiflora Thunb.,species,,,100,100,0,2.6,0.96,,0000-0003-1337-5330,0000-0001-5623-6512,,20200831T133136Z
d3aa3b40-a55b-48ff-a337-9c809481507a,SERC_010.basePlot.vst,2019-10-08,vst_SERC_2019,D02,SERC,SERC_010,41,1,41_01,ROMU,Rosa multiflora Thunb.,species,,,100,95,5,6,1.52,,0000-0001-8122-5196,0000-0003-2136-9037,,20200831T133136Z
8fb17f05-459e-42aa-8e80-0b7e4b466f43,SERC_010.basePlot.vst,2019-10-08,vst_SERC_2019,D02,SERC,SERC_010,32,4,32_02,ROMU,Rosa multiflora Thunb.,species,,,100,90,10,9,1.72,,0000-0001-8122-5196,0000-0003-2136-9037,,20200831T133136Z
2e05a8ea-2ccf-4794-ba91-dcd036c11665,SERC_003.basePlot.vst,2019-11-05,vst_SERC_2019,D02,SERC,SERC_003,32,2,32_01,BETH,Berberis thunbergii DC.,species,,,47,70,30,8.5,1.78,"",0000-0001-7914-5891,0000-0001-5222-4944,,20200928T200834Z
9809ce96-9c19-4cd1-b258-bb0d72428eea,SERC_003.basePlot.vst,2019-11-05,vst_SERC_2019,D02,SERC,SERC_003,32,2,32_01,ROMU,Rosa multiflora Thunb.,species,,,48,90,10,8.5,1.78,"",0000-0001-7914-5891,0000-0001-5222-4944,,20200928T200834Z
78aa51c5-024e-4cc3-a8ce-9331103a5f98,SERC_003.basePlot.vst,2019-11-05,vst_SERC_2019,D02,SERC,SERC_003,31,1,31_05,RUPE3,Rubus pensilvanicus Poir.,species,,,100,50,50,8,1.16,Being pulled down by lianas,0000-0001-7914-5891,0000-0001-5222-4944,,20200928T200834Z
73dcaa84-87b6-49da-ba07-d023d1bf41fe,SERC_003.basePlot.vst,2019-11-05,vst_SERC_2019,D02,SERC,SERC_003,32,2,32_01,ILEX,Ilex sp.,genus,,,5,100,0,8.5,1.78,"",0000-0001-7914-5891,0000-0001-5222-4944,,20200928T200834Z
6dfc7118-c894-40b5-8fb8-c9046f467571,SERC_003.basePlot.vst,2019-11-06,vst_SERC_2019,D02,SERC,SERC_003,31,4,31_04,RUPE3,Rubus pensilvanicus Poir.,species,,,100,50,50,4,1.12,Being pulled down by non-qualifying LOJA,0000-0001-7914-5891,0000-0001-5222-4944,,20200928T200834Z
e8ac3556-f199-4878-af54-397797664384,SERC_003.basePlot.vst,2019-11-06,vst_SERC_2019,D02,SERC,SERC_003,31,4,31_03,BETH,Berberis thunbergii DC.,species,,,95,95,5,3.5,1.42,"",0000-0001-7914-5891,0000-0001-5222-4944,,20200928T200834Z
4061d608-c574-454a-ad87-333a13b9ae8a,SERC_003.basePlot.vst,2019-11-06,vst_SERC_2019,D02,SERC,SERC_003,41,1,41_02,BETH,Berberis thunbergii DC.,species,,,100,100,0,4,1.48,"",0000-0001-7914-5891,0000-0001-5222-4944,,20200928T200834Z
501c0358-20a7-4585-bb69-894fb23fcc71,SERC_003.basePlot.vst,2019-11-06,vst_SERC_2019,D02,SERC,SERC_003,31,4,31_03,RUPE3,Rubus pensilvanicus Poir.,species,,,5,100,0,3.5,1.42,"",0000-0001-7914-5891,0000-0001-5222-4944,,20200928T200834Z
c5f2411b-65fe-4505-8138-1796cee00df9,JERC_051.basePlot.vst,2015-09-01,vst_JERC_2015,D03,JERC,JERC_051,39,1,39 _0,QUMA13,Quercus margaretta,species,,"",20,100,,6,1.56,,jshaffer@field-ops.org,dbyerley@field-ops.org,legacyData,20200817T130731Z
b57b17de-c428-4dc4-87f8-b0c796d7ac00,JERC_051.basePlot.vst,2015-09-01,vst_JERC_2015,D03,JERC,JERC_051,39,1,39 _0,PRAM,Prunus americana Marshall,species,,"",40,1,,6,1.56,,jshaffer@field-ops.org,dbyerley@field-ops.org,legacyData,20200817T130731Z
0ee0d102-4b27-4a5c-b897-9d3721715574,JERC_060.basePlot.vst,2015-09-02,vst_JERC_2015,D03,JERC,JERC_060,23,,23 _0,QUHE2,Quercus hemisphaerica W. Bartram ex Willd.,species,,"",10,100,0,6,3.12,,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20200817T130731Z
59e09ba2-1f28-425d-8db2-56fdac1c378d,JERC_060.basePlot.vst,2015-09-02,vst_JERC_2015,D03,JERC,JERC_060,23,,23 _0,QUNI,Quercus nigra L.,species,,"",60,100,0,6,3.12,,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20200817T130731Z
49418156-970b-4007-8fff-aa94e70413c3,JERC_060.basePlot.vst,2015-09-02,vst_JERC_2015,D03,JERC,JERC_060,23,,23 _0,QUFA,Quercus falcata Michx.,species,,"",10,100,0,6,1.9,,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20200817T130731Z
829e3b59-739a-4f51-b5f1-7c48b13a1285,JERC_060.basePlot.vst,2015-09-02,vst_JERC_2015,D03,JERC,JERC_060,23,,23 _0,VAAR,Vaccinium arboreum Marshall,species,,"",30,100,0,6,1.9,,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20200817T130731Z
a2f14bee-241c-4cbf-b979-5281fbd8c0ca,JERC_060.basePlot.vst,2015-09-02,vst_JERC_2015,D03,JERC,JERC_060,23,,23 _0,VAAR,Vaccinium arboreum Marshall,species,,"",15,100,0,6,3.12,,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20200817T130731Z
ba5723ef-6836-4875-94d1-0c9e7efbf278,JERC_060.basePlot.vst,2015-09-02,vst_JERC_2015,D03,JERC,JERC_060,23,,23 _0,SASSA,Sassafras sp.,genus,,"",10,100,0,6,1.9,,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20200817T130731Z
cdcb5ed5-b48c-426f-b580-89b006442cda,JERC_060.basePlot.vst,2015-09-02,vst_JERC_2015,D03,JERC,JERC_060,23,,23 _0,SASSA,Sassafras sp.,genus,,"",15,100,0,6,3.12,,jshaffer@field-ops.org,lwilkinson@field-ops.org,legacyData,20200817T130731Z
20c8f46b-579b-4a7f-9817-92e995dae714,JERC_066.basePlot.vst,2015-09-17,vst_JERC_2015,D03,JERC,JERC_066,39,,39 _0,RHCO,Rhus copallinum L.,species,,"",2,100,0,9.8,1.56,,ecayia@field-ops.org,smatlick@field-ops.org,legacyData,20200817T130731Z
