uid,namedLocation,date,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,easting,northing,utmZone,elevation,elevationUncertainty,eventID,eventType,dataCollected,samplingProtocolVersion,targetTaxaPresent,treesPresent,treesAbsentList,shrubsPresent,shrubsAbsentList,lianasPresent,lianasAbsentList,nestedSubplotAreaShrubSapling,nestedSubplotAreaLiana,totalSampledAreaTrees,totalSampledAreaShrubSapling,totalSampledAreaLiana,remarks,measuredBy,recordedBy,dataQF,publicationDate
296c9329-7dd1-4e92-88c6-cf6690340f51,BART_034.basePlot.vst,2015-07-22,D01,BART,BART_034,tower,mixedForest,44.064284,-71.285608,WGS84,20.2,316949.72,4881552.64,19N,265.9,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,,llukas@field-ops.org,nhall@field-ops.org,legacyData,20200817T131129Z
66b70cd9-1f94-4de7-a09f-4fa457ca3ee0,BART_033.basePlot.vst,2015-07-23,D01,BART,BART_033,tower,deciduousForest,44.063198,-71.283663,WGS84,20.2,317102.15,4881427.69,19N,275.7,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,,ehardiman@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T131129Z
9cababcd-243c-4a24-86dc-c38651b411fe,BART_070.basePlot.vst,2015-07-23,D01,BART,BART_070,tower,mixedForest,44.064338,-71.28144,WGS84,20.2,317283.7,4881549.38,19N,251.3,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,,llukas@field-ops.org,sives@field-ops.org,legacyData,20200817T131129Z
fb6e580d-7733-4940-985d-99f54aef2ace,BART_073.basePlot.vst,2015-07-28,D01,BART,BART_073,tower,mixedForest,44.064774,-71.288616,WGS84,20.1,316710.32,4881613.76,19N,274.9,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,,ehardiman@field-ops.org,ssmith@field-ops.org,legacyData,20200817T131129Z
c4822aa6-0221-442f-9419-b5fae769d494,BART_040.basePlot.vst,2015-07-28,D01,BART,BART_040,tower,deciduousForest,44.06576,-71.29199,WGS84,20.1,316443.15,4881730.79,19N,260.2,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,,ehardiman@field-ops.org,gbreault@field-ops.org,legacyData,20200817T131129Z
8ce69f84-6270-484a-9f6d-79a2e38d6992,BART_040.basePlot.vst,2015-07-29,D01,BART,BART_040,tower,deciduousForest,44.06576,-71.29199,WGS84,20.1,316443.15,4881730.79,19N,260.2,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,,ehardiman@field-ops.org,gbreault@field-ops.org,legacyData,20200817T131129Z
b54c6ab4-6eea-4e2f-9b9c-c8b0092112e4,BART_071.basePlot.vst,2015-08-04,D01,BART,BART_071,tower,mixedForest,44.067944,-71.290624,WGS84,20.1,316559.3,4881970.33,19N,256.4,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",ramundson@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
f8e9d87a-af67-440f-97b5-14065d8e32fe,BART_051.basePlot.vst,2015-08-04,D01,BART,BART_051,tower,deciduousForest,44.062847,-71.287742,WGS84,20.2,316774.37,4881397.78,19N,280.4,0.4,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",ramundson@field-ops.org,nhall@field-ops.org,legacyData,20200817T130053Z
e1550428-65b9-4c13-965e-14a5e42233f1,BART_039.basePlot.vst,2015-08-04,D01,BART,BART_039,tower,deciduousForest,44.063682,-71.288951,WGS84,20.3,316680.12,4881493.21,19N,270.8,0.5,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",auccello@field-ops.org,nhall@field-ops.org,legacyData,20200817T130053Z
7ade3f20-80f3-448b-8261-c87e874ac8d3,BART_039.basePlot.vst,2015-08-04,D01,BART,BART_039,tower,deciduousForest,44.063682,-71.288951,WGS84,20.3,316680.12,4881493.21,19N,270.8,0.5,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",ramundson@field-ops.org,nhall@field-ops.org,legacyData,20200817T130053Z
b1e87903-8571-4d45-a0ad-a828bb9d1234,BART_071.basePlot.vst,2015-08-04,D01,BART,BART_071,tower,mixedForest,44.067944,-71.290624,WGS84,20.1,316559.3,4881970.33,19N,256.4,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",llukas@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
32774918-ed8c-4078-a92f-d3cf95f2f82e,BART_032.basePlot.vst,2015-08-05,D01,BART,BART_032,tower,deciduousForest,44.067467,-71.28758,WGS84,20.2,316801.6,4881910.57,19N,244.7,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",gbreault@field-ops.org,nhall@field-ops.org,legacyData,20200817T130053Z
f2abdecf-0752-49b2-b34b-c6e1d2e546a4,BART_071.basePlot.vst,2015-08-05,D01,BART,BART_071,tower,mixedForest,44.067944,-71.290624,WGS84,20.1,316559.3,4881970.33,19N,256.4,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",llukas@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
d3da3778-6710-43de-903e-ccf66d62f912,BART_071.basePlot.vst,2015-08-05,D01,BART,BART_071,tower,mixedForest,44.067944,-71.290624,WGS84,20.1,316559.3,4881970.33,19N,256.4,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",ramundson@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
b989af59-e574-4726-999e-9177564e1450,BART_050.basePlot.vst,2015-08-05,D01,BART,BART_050,tower,mixedForest,44.06151,-71.28769,WGS84,20.2,316774.41,4881249.16,19N,287.7,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",gbreault@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
85c22a2e-82ff-4f1a-ba7f-97377d9293cf,BART_042.basePlot.vst,2015-08-06,D01,BART,BART_042,tower,deciduousForest,44.060194,-71.288052,WGS84,20.2,316741.36,4881103.79,19N,288.3,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",auccello@field-ops.org,ssmith@field-ops.org,legacyData,20200817T130053Z
24dc05c0-affe-40bf-97ab-2a02dc630348,BART_040.basePlot.vst,2015-08-10,D01,BART,BART_040,tower,deciduousForest,44.06576,-71.29199,WGS84,20.1,316443.15,4881730.79,19N,260.2,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",llukas@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
5ce83f63-71ff-458b-8676-11772b6d4ba1,BART_071.basePlot.vst,2015-08-10,D01,BART,BART_071,tower,mixedForest,44.067944,-71.290624,WGS84,20.1,316559.3,4881970.33,19N,256.4,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",ramundson@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
f35bc3ad-507d-40d5-8545-593ae275142b,BART_032.basePlot.vst,2015-08-10,D01,BART,BART_032,tower,deciduousForest,44.067467,-71.28758,WGS84,20.2,316801.6,4881910.57,19N,244.7,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",auccello@field-ops.org,ramundson@field-ops.org,legacyData,20200817T130053Z
37bd2246-2d71-4aef-9f40-6ac5d82cf020,BART_071.basePlot.vst,2015-08-10,D01,BART,BART_071,tower,mixedForest,44.067944,-71.290624,WGS84,20.1,316559.3,4881970.33,19N,256.4,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",ramundson@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
5ee849fc-7f43-4a84-8ecf-f90339a9a427,BART_042.basePlot.vst,2015-08-11,D01,BART,BART_042,tower,deciduousForest,44.060194,-71.288052,WGS84,20.2,316741.36,4881103.79,19N,288.3,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",ramundson@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
625e2174-1702-4cff-8edc-ee15307e8029,BART_075.basePlot.vst,2015-08-11,D01,BART,BART_075,tower,mixedForest,44.059141,-71.286492,WGS84,20.3,316863.06,4880983.36,19N,297,0.4,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",ramundson@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
7ce220df-a887-46ca-88db-5c5d88cdac83,BART_040.basePlot.vst,2015-08-11,D01,BART,BART_040,tower,deciduousForest,44.06576,-71.29199,WGS84,20.1,316443.15,4881730.79,19N,260.2,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",llukas@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
942893c5-aaaa-4dd9-8c8c-835f41038bad,BART_039.basePlot.vst,2015-08-11,D01,BART,BART_039,tower,deciduousForest,44.063682,-71.288951,WGS84,20.3,316680.12,4881493.21,19N,270.8,0.5,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",llukas@field-ops.org,thillman@neoninc.org,legacyData,20200817T130053Z
aea36c58-4fdb-4538-9d86-7661b986603a,BART_073.basePlot.vst,2015-08-11,D01,BART,BART_073,tower,mixedForest,44.064774,-71.288616,WGS84,20.1,316710.32,4881613.76,19N,274.9,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",ramundson@field-ops.org,bvierra@neoninc.org,legacyData,20200817T130053Z
9e57a8a3-9dd6-4ef8-a5b0-3a2bd7bf25c8,BART_075.basePlot.vst,2015-08-11,D01,BART,BART_075,tower,mixedForest,44.059141,-71.286492,WGS84,20.3,316863.06,4880983.36,19N,297,0.4,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,No ferns,ramundson@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
1d367dc7-835a-4931-8926-b8f73ade9d01,BART_047.basePlot.vst,2015-08-11,D01,BART,BART_047,tower,deciduousForest,44.064968,-71.290855,WGS84,20.1,316531.6,4881640.29,19N,262.9,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",ramundson@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
e69bd16e-ad4e-4865-97e0-6bb54c3d1383,BART_050.basePlot.vst,2015-08-12,D01,BART,BART_050,tower,mixedForest,44.06151,-71.28769,WGS84,20.2,316774.41,4881249.16,19N,287.7,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,NO FERNS,llukas@field-ops.org,ssmith@field-ops.org,legacyData,20200817T130053Z
d4783f70-6dab-45cf-aa40-dc248d734a22,BART_050.basePlot.vst,2015-08-12,D01,BART,BART_050,tower,mixedForest,44.06151,-71.28769,WGS84,20.2,316774.41,4881249.16,19N,287.7,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",llukas@field-ops.org,ssmith@field-ops.org,legacyData,20200817T130053Z
e57fa55e-6bed-40fa-8f84-4f6743d1305b,BART_033.basePlot.vst,2015-08-12,D01,BART,BART_033,tower,deciduousForest,44.063198,-71.283663,WGS84,20.2,317102.15,4881427.69,19N,275.7,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"",llukas@field-ops.org,ssmith@field-ops.org,legacyData,20200817T130053Z
b4d400cd-6888-4479-9f82-4ff607be86ca,BART_070.basePlot.vst,2015-08-12,D01,BART,BART_070,tower,mixedForest,44.064338,-71.28144,WGS84,20.2,317283.7,4881549.38,19N,251.3,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"No ferns found in nested 1, subplot 39",ramundson@field-ops.org,ssmith@field-ops.org,legacyData,20200817T130053Z
dcd9e459-f50f-4951-a8b6-58dd69ecbb3e,BART_075.basePlot.vst,2015-08-12,D01,BART,BART_075,tower,mixedForest,44.059141,-71.286492,WGS84,20.3,316863.06,4880983.36,19N,297,0.4,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",llukas@field-ops.org,thillman@neoninc.org,legacyData,20200817T130053Z
8418bc64-da94-414a-8d17-feebb8f408ef,BART_070.basePlot.vst,2015-08-12,D01,BART,BART_070,tower,mixedForest,44.064338,-71.28144,WGS84,20.2,317283.7,4881549.38,19N,251.3,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,noneSelected,noneSelected,800,800,800,"No ferns found in nested 1, subplot 41",ramundson@field-ops.org,ssmith@field-ops.org,legacyData,20200817T130053Z
1cf1704e-182a-441d-bc6e-c6ebf3ce5cfb,BART_046.basePlot.vst,2015-08-13,D01,BART,BART_046,tower,deciduousForest,44.059946,-71.285408,WGS84,20.2,316952.36,4881070.37,19N,303,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",ramundson@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
c56c581e-16d2-4b55-a615-bf44279a1aef,BART_001.basePlot.vst,2015-08-17,D01,BART,BART_001,distributed,mixedForest,44.047079,-71.306661,WGS84,20.3,315210.06,4879688.67,19N,467.7,0.6,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,10,noneSelected,400,80,400,"",ramundson@field-ops.org,cgoranson@neoninc.org,legacyData,20200817T130053Z
6f91f6d6-4281-4f93-bea0-6e56b33c736c,BART_072.basePlot.vst,2015-08-24,D01,BART,BART_072,tower,deciduousForest,44.060735,-71.286187,WGS84,20.3,316892.4,4881159.73,19N,295.9,0.5,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,10,noneSelected,800,40,800,"",llukas@field-ops.org,ramundson@field-ops.org,legacyData,20200817T130053Z
d1e62d80-7bf4-4adf-9d3f-f608101db2d0,BART_044.basePlot.vst,2015-08-24,D01,BART,BART_044,tower,deciduousForest,44.061036,-71.284327,WGS84,20.1,317042.31,4881189.03,19N,303.1,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",llukas@field-ops.org,ramundson@field-ops.org,legacyData,20200817T130053Z
2b07b957-e24f-4441-9916-7e2eacb96b10,BART_074.basePlot.vst,2015-08-25,D01,BART,BART_074,tower,mixedForest,44.060251,-71.2832,WGS84,20.1,317130.15,4881099.34,19N,311.2,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",dcrandall@neoninc.org,ramundson@field-ops.org,legacyData,20200817T130053Z
52b23886-7432-446b-91cf-83fab9afa9f3,BART_037.basePlot.vst,2015-08-25,D01,BART,BART_037,tower,deciduousForest,44.061598,-71.283244,WGS84,20.2,317130.78,4881249.05,19N,290.6,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",ramundson@field-ops.org,ssmith@field-ops.org,legacyData,20200817T130053Z
66376cf0-34c5-4bfa-88b3-b0163c4e980d,BART_044.basePlot.vst,2015-08-26,D01,BART,BART_044,tower,deciduousForest,44.061036,-71.284327,WGS84,20.1,317042.31,4881189.03,19N,303.1,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",ramundson@field-ops.org,ramundson@field-ops.org,legacyData,20200817T130053Z
0ebf5340-28d8-4a1c-941b-41786c1fc8b5,BART_037.basePlot.vst,2015-08-26,D01,BART,BART_037,tower,deciduousForest,44.061598,-71.283244,WGS84,20.2,317130.78,4881249.05,19N,290.6,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",ramundson@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
d086220b-2045-4a32-82fb-85604e2c70b3,BART_044.basePlot.vst,2015-08-26,D01,BART,BART_044,tower,deciduousForest,44.061036,-71.284327,WGS84,20.1,317042.31,4881189.03,19N,303.1,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",ehardiman@field-ops.org,ramundson@field-ops.org,legacyData,20200817T130053Z
dff475f2-2a88-4e62-a58a-6ba261b8446d,BART_036.basePlot.vst,2015-08-26,D01,BART,BART_036,tower,deciduousForest,44.062082,-71.285878,WGS84,20.2,316921.3,4881308.66,19N,291,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",ramundson@field-ops.org,cgoranson@neoninc.org,legacyData,20200817T130053Z
598cbf0d-a8fa-4416-9960-e4b9e5f9025e,BART_037.basePlot.vst,2015-08-27,D01,BART,BART_037,tower,deciduousForest,44.061598,-71.283244,WGS84,20.2,317130.78,4881249.05,19N,290.6,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",ccahill@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
7d0c1715-3786-4d48-a54a-c5a75aeaef60,BART_040.basePlot.vst,2015-08-27,D01,BART,BART_040,tower,deciduousForest,44.06576,-71.29199,WGS84,20.1,316443.15,4881730.79,19N,260.2,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",dcrandall@neoninc.org,ramundson@field-ops.org,legacyData,20200817T130053Z
3dc918ca-2923-4fad-95cc-9269167194dc,BART_074.basePlot.vst,2015-08-27,D01,BART,BART_074,tower,mixedForest,44.060251,-71.2832,WGS84,20.1,317130.15,4881099.34,19N,311.2,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",ssmith@neoninc.org,ramundson@field-ops.org,legacyData,20200817T130053Z
37e994c6-fc69-466b-915b-9815a88ccd1d,BART_073.basePlot.vst,2015-08-27,D01,BART,BART_073,tower,mixedForest,44.064774,-71.288616,WGS84,20.1,316710.32,4881613.76,19N,274.9,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",ramundson@field-ops.org,ramundson@field-ops.org,legacyData,20200817T130053Z
f7b9e7ba-f146-448d-80ff-96ba772fcd3e,BART_073.basePlot.vst,2015-08-27,D01,BART,BART_073,tower,mixedForest,44.064774,-71.288616,WGS84,20.1,316710.32,4881613.76,19N,274.9,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,"",ramundson@field-ops.org,cgoranson@field-ops.org,legacyData,20200817T130053Z
ff9702de-b321-4bdb-ad80-b7681deac5ef,BART_075.basePlot.vst,2015-08-31,D01,BART,BART_075,tower,mixedForest,44.059141,-71.286492,WGS84,20.3,316863.06,4880983.36,19N,297,0.4,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",ccahill@field-ops.org,ramundson@field-ops.org,legacyData,20200817T130053Z
6092db25-e376-468b-b1d8-cd2f0d128d6a,BART_042.basePlot.vst,2015-08-31,D01,BART,BART_042,tower,deciduousForest,44.060194,-71.288052,WGS84,20.2,316741.36,4881103.79,19N,288.3,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,"",ehardiman@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T130053Z
c6f150de-d793-4b5d-8826-6fb773edf956,BART_072.basePlot.vst,2015-09-01,D01,BART,BART_072,tower,deciduousForest,44.060735,-71.286187,WGS84,20.3,316892.4,4881159.73,19N,295.9,0.5,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,10,noneSelected,800,40,800,,nhall@field-ops.org,ramundson@field-ops.org,legacyData,20200817T131325Z
0e025bda-f37f-4809-ab66-ae9c6e0ec0e3,BART_046.basePlot.vst,2015-09-01,D01,BART,BART_046,tower,deciduousForest,44.059946,-71.285408,WGS84,20.2,316952.36,4881070.37,19N,303,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,,ccahill@field-ops.org,gbreault@field-ops.org,legacyData,20200817T131325Z
8673cdbc-003e-4182-8e4d-575918cb0edb,BART_036.basePlot.vst,2015-09-01,D01,BART,BART_036,tower,deciduousForest,44.062082,-71.285878,WGS84,20.2,316921.3,4881308.66,19N,291,0.2,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,,ramundson@field-ops.org,sives@field-ops.org,legacyData,20200817T131325Z
d0b34922-9907-4aa4-9e7a-14c008e3123a,BART_072.basePlot.vst,2015-09-01,D01,BART,BART_072,tower,deciduousForest,44.060735,-71.286187,WGS84,20.3,316892.4,4881159.73,19N,295.9,0.5,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,10,noneSelected,800,40,800,,auccello@field-ops.org,ramundson@field-ops.org,legacyData,20200817T131325Z
1fc25bfa-aec9-4f04-b96c-b2d0a161997d,BART_041.basePlot.vst,2015-09-02,D01,BART,BART_041,tower,deciduousForest,44.065342,-71.28561,WGS84,20.2,316952.82,4881670.16,19N,260.9,0.4,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,,dcrandall@neoninc.org,thillman@neoninc.org,legacyData,20200817T131325Z
23268558-568c-414c-aa9a-9afd509e33b2,BART_050.basePlot.vst,2015-09-02,D01,BART,BART_050,tower,mixedForest,44.06151,-71.28769,WGS84,20.2,316774.41,4881249.16,19N,287.7,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,,nhall@field-ops.org,gvanscoy@field-ops.org,legacyData,20200817T131325Z
a3f4c3fd-f9ff-467c-b963-8f4fb5a9b645,BART_051.basePlot.vst,2015-09-02,D01,BART,BART_051,tower,deciduousForest,44.062847,-71.287742,WGS84,20.2,316774.37,4881397.78,19N,280.4,0.4,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,25,noneSelected,800,100,800,,ramundson@field-ops.org,ramundson@field-ops.org,legacyData,20200817T131325Z
479c86dd-7c06-4823-a732-5e7c4d8c142d,BART_034.basePlot.vst,2015-09-02,D01,BART,BART_034,tower,mixedForest,44.064284,-71.285608,WGS84,20.2,316949.72,4881552.64,19N,265.9,0.3,vst_BART_2015,,,NEON.DOC.000987vD,,,,,,,,100,noneSelected,800,400,800,,ehardiman@field-ops.org,ramundson@field-ops.org,legacyData,20200817T131325Z
